TidyBTName,canonicalName,rank,kingdom,common_name,AphiaID,Aphia_scientificname,TRY_AccSpeciesName,TR_BodyLength_mm,TR_QualitativeBodySize,TR_Mean_LengthMax,TR_adult_body_mass_g,TR_Mean_SeedMass,TR_Max_Height,Fish_Refs_Length,TRY_datasetIDs_SeedMass,TRY_datasetIDs_Height
Enochrus quadripunctatus,Enochrus quadripunctatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epermenia illigerella,Epermenia illigerella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinotia ramella,Epinotia ramella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinotia tenerana,Epinotia tenerana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ernobius abietis,Ernobius abietis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucnecosum brachypterum,Eucnecosum brachypterum,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupithecia absinthiata,Eupithecia absinthiata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupithecia indigata,Eupithecia indigata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupithecia insigniata,Eupithecia insigniata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupithecia intricata,Eupithecia intricata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupithecia tenuiata,Eupithecia tenuiata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupsilia transversa,Eupsilia transversa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evergestis forficalis,Evergestis forficalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gelechia sestertiella,Gelechia sestertiella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gelechia sororculella,Gelechia sororculella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gnypeta carbonaria,Gnypeta carbonaria,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Habrosyne pyritoides,Habrosyne pyritoides,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helophorus aequalis,Helophorus aequalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helophorus griseus,Helophorus griseus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helophorus minutus,Helophorus minutus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heterocerus obsoletus,Heterocerus obsoletus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydraecia micacea,Hydraecia micacea,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrochara caraboides,Hydrochara caraboides,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrochus crenatus,Hydrochus crenatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydroporus angustatus,Hydroporus angustatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydroporus palustris,Hydroporus palustris,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hygrotus decoratus,Hygrotus decoratus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hygrotus impressopunctatus,Hygrotus impressopunctatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hygrotus inaequalis,Hygrotus inaequalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilybius ater,Ilybius ater,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilybius subaeneus,Ilybius subaeneus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lathrobium elongatum,Lathrobium elongatum,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnaecia phragmitella,Limnaecia phragmitella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lomographa temerata,Lomographa temerata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loxostege sticticalis,Loxostege sticticalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyctus brunneus,Lyctus brunneus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malthinus frontalis,Malthinus frontalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melanotus castanipes,Melanotus castanipes,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesoligia literosa,Mesoligia literosa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monochroa tetragonella,Monochroa tetragonella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monopis obviella,Monopis obviella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morophaga choragella,Morophaga choragella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mythimna pudorina,Mythimna pudorina,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nehemitropia lividipennis,Nehemitropia lividipennis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neofriseria peliella,Neofriseria peliella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicrophorus investigator,Nicrophorus investigator,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noctua janthina,Noctua janthina,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notocelia rosaecolana,Notocelia rosaecolana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyctegretis lineana,Nyctegretis lineana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ochthebius minimus,Ochthebius minimus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ochthephilum fracticorne,Ochthephilum fracticorne,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophonus rufibarbis,Ophonus rufibarbis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthosia gotica,Orthosia gothica,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthosia gracilis,Orthosia gracilis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthosia munda,Orthosia munda,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orthotaenia undulana,Orthotaenia undulana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pammene argyrana,Pammene argyrana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pammene regiana,Pammene regiana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandemis cinnamomeana,Pandemis cinnamomeana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parornix fagivora,Parornix fagivora,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pediasia aridella,Pediasia aridella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perigona nigriceps,Perigona nigriceps,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philhygra palustris,Philhygra palustris,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philonthus cephalotes,Philonthus cephalotes,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philonthus micans,Philonthus micans,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phragmatobia fuliginosa,Phragmatobia fuliginosa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phthorimaea operculella,Phthorimaea operculella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phycitodes maritima,Phycitodes maritima,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllonorycter rajella,Phyllonorycter rajella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllonorycter salicicolella,Phyllonorycter salicicolella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllonorycter tenerella,Phyllonorycter tenerella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propylea quatuordecimpunctata,Propylea quatuordecimpunctata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptomaphagus sericatus,Ptomaphagus sericatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrausta aurata,Pyrausta aurata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhagonycha lutea,Rhagonycha lutea,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhantus frontalis,Rhantus frontalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhantus grapii,Rhantus grapii,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhantus suturalis,Rhantus suturalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scirtes orbicularis,Scirtes orbicularis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scolytus intricatus,Scolytus intricatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smerinthus ocellata,Smerinthus ocellata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphaeriestes castaneus,Sphaeriestes castaneus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stigmella nylandriella,Stigmella nylandriella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stigmella ulmivora,Stigmella ulmivora,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suphrodytes dorsalis,Suphrodytes dorsalis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thinonoma atra,Thinonoma atra,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triaxomasia caprimulgella,Triaxomasia caprimulgella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trixagus carinifrons,Trixagus carinifrons,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trogoderma angustum,Trogoderma angustum,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xyleborinus saxesenii,Xyleborinus saxesenii,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yponomeuta plumbella,Yponomeuta plumbella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ypsolopha horridella,Ypsolopha horridella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zelleria hepariella,Zelleria hepariella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zeuzera pyrina,Zeuzera pyrina,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Achlya flavicornis,Achlya flavicornis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acleris emargana,Acleris emargana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acrobasis consociella,Acrobasis consociella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acupalpus consputus,Acupalpus consputus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adaina microdactyla,Adaina microdactyla,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aethalura punctulata,Aethalura punctulata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agapeta hamana,Agapeta hamana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agonopterix arenella,Agonopterix arenella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agonopterix ocellana,Agonopterix ocellana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agriopis aurantiaria,Agriopis aurantiaria,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agriphila geniculea,Agriphila geniculea,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agriphila tristella,Agriphila tristella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aloconota gregaria,Aloconota gregaria,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altica oleracea,Altica oleracea,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amara aulica,Amara aulica,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amara consularis,Amara consularis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amara convexiuscula,Amara convexiuscula,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anacaena limbata,Anacaena limbata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anacampsis blattariella,Anacampsis blattariella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anacampsis populella,Anacampsis populella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthicus floralis,Anthicus floralis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphelia viburnana,Aphelia viburnana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphidecta obliterata,Aphidecta obliterata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aplocnemus nigricornis,Aplocnemus nigricornis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apoda limacodes,Apoda limacodes,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apotomis semifasciana,Apotomis semifasciana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Archips oporana,Archips oporana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argolamprotes micella,Argolamprotes micella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argyresthia glaucinella,Argyresthia glaucinella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argyresthia spinosella,Argyresthia spinosella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atheta longicornis,Atheta longicornis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Athous subfuscus,Athous subfuscus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atomaria atricapilla,Atomaria atricapilla,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atomaria turgida,Atomaria turgida,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bembidion fumigatum,Bembidion fumigatum,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabera pusaria,Cabera pusaria,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callisto denticulella,Callisto denticulella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantharis rufa,Cantharis rufa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpelimus pusillus,Carpelimus pusillus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caryocolum fischerella,Caryocolum fischerella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catocala promissa,Catocala promissa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catoptria osthelderi,Catoptria osthelderi,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catoptria permutatella,Catoptria permutatellus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedestis subfasciella,Cedestis subfasciella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercyon tristis,Cercyon tristis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chionodes distinctella,Chionodes distinctella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clepsis spectrana,Clepsis spectrana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cnaemidophorus rhododactyla,Cnaemidophorus rhododactyla,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cnephasia genitalana,Cnephasia genitalana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleophora atriplicis,Coleophora atriplicis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleophora currucipennella,Coleophora currucipennella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleophora gallipennella,Coleophora gallipennella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleophora lineolea,Coleophora lineolea,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleophora mayrella,Coleophora mayrella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleophora striatipennella,Coleophora striatipennella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleophora trifolii,Coleophora trifolii,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colymbetes fuscus,Colymbetes fuscus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conistra vaccinii,Conistra vaccinii,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corticaria elongata,Corticaria elongata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corticarina fuscula,Corticarina fuscula,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cortinicara gibbosa,Cortinicara gibbosa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmiotes freyerella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmorhoe ocellata,Cosmorhoe ocellata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cucullia asteris,Cucullia asteris,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cucullia chamomillae,Cucullia chamomillae,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curculio venosus,Curculio venosus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cydia nigricana,Cydia nigricana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cydia tenebrosana,Cydia tenebrosana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dacne bipustulata,Dacne bipustulata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichonia aprilina,Dichonia aprilina,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dichrorampha obscuratana,Dichrorampha obscuratana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dioryctria mutatella,Dioryctria mutatella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donacaula forficella,Donacaula forficella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorcatoma chrysomelina,Dorcatoma chrysomelina,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorytomus rufatus,Dorytomus rufatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ectoedemia intimella,Ectoedemia intimella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eilema depressa,Eilema depressa,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elachista bisulcella,Elachista bisulcella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eledona agricola,Eledona agricola,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enargia paleacea,Enargia paleacea,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Endotricha flammealis,Endotricha flammealis,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enochrus coarctatus,Enochrus coarctatus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enochrus melanocephalus,Enochrus melanocephalus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinotia brunnichiana,Epinotia brunnichana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinotia demarniana,Epinotia demarniana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinotia maculana,Epinotia maculana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinotia tedella,Epinotia tedella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epirrhoe tristata,Epirrhoe tristata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epuraea marseuli,Epuraea marseuli,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epuraea pallescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erannis defoliaria,Erannis defoliaria,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ernobius nigrinus,Ernobius nigrinus,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etiella zinckenella,Etiella zinckenella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucosma conterminana,Eucosma conterminana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucosma obumbratana,Eucosma obumbratana,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eudonia truncicolella,Eudonia truncicolella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulamprotes atrella,Eulamprotes atrella,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulithis melliniata,Eulithis mellinata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupithecia venosata,Eupithecia venosata,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Falcaria lacertinaria,Falcaria lacertinaria,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Furcula bifida,Furcula bifida,SPECIES,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
